"","id","X","firstname","surname","bornCountryCode","diedCountryCode","gender","year","category","motivation","age"
"407",400,535,"Karl","von Frisch","AT","DE","male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",87
"408",401,534,"Konrad","Lorenz","AT","AT","male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",70
"409",402,536,"Nikolaas","Tinbergen","NL","GB","male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",66
"410",403,580,"Albert","Claude","BE","BE","male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""",76
"411",404,579,"Christian","de Duve","GB","BE","male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""",57
"412",405,581,"George E.","Palade","RO","US","male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell""",62
"413",406,556,"David","Baltimore","US","","male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",37
"414",407,557,"Renato","Dulbecco","IT","US","male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",61
"415",408,558,"Howard Martin","Temin","US","US","male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",40
"416",409,527,"Baruch S.","Blumberg","US","US","male",1976,"medicine","""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",51
"417",410,526,"D. Carleton","Gajdusek","US","NO","male",1976,"medicine","""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",53
"418",411,568,"Roger","Guillemin","FR","","male",1977,"medicine","""for their discoveries concerning the peptide hormone production of the brain""",53
"419",412,567,"Andrew V.","Schally","LT","","male",1977,"medicine","""for their discoveries concerning the peptide hormone production of the brain""",51
"420",413,16,"Rosalyn","Yalow","US","US","female",1977,"medicine","""for the development of radioimmunoassays of peptide hormones""",56
"421",414,410,"Werner","Arber","CH","","male",1978,"medicine","""for the discovery of restriction enzymes and their application to problems of molecular genetics""",49
"422",415,409,"Daniel","Nathans","US","US","male",1978,"medicine","""for the discovery of restriction enzymes and their application to problems of molecular genetics""",50
"423",416,408,"Hamilton O.","Smith","US","","male",1978,"medicine","""for the discovery of restriction enzymes and their application to problems of molecular genetics""",47
"424",417,364,"Allan M.","Cormack","ZA","US","male",1979,"medicine","""for the development of computer assisted tomography""",55
"425",418,363,"Godfrey N.","Hounsfield","GB","GB","male",1979,"medicine","""for the development of computer assisted tomography""",60
"426",419,514,"Baruj","Benacerraf","VE","US","male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",60
"427",420,515,"Jean","Dausset","FR","ES","male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",64
"428",421,513,"George D.","Snell","US","US","male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",76
"429",422,158,"Roger W.","Sperry","US","US","male",1981,"medicine","""for his discoveries concerning the functional specialization of the cerebral hemispheres""",68
"430",423,520,"David H.","Hubel","CA","US","male",1981,"medicine","""for their discoveries concerning information processing in the visual system""",55
"431",424,519,"Torsten N.","Wiesel","SE","","male",1981,"medicine","""for their discoveries concerning information processing in the visual system""",57
"432",425,539,"Sune K.","Bergstr_m","SE","SE","male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances""",66
"433",426,538,"Bengt I.","Samuelsson","SE","","male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances""",48
"434",427,537,"John R.","Vane","GB","GB","male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances""",55
"435",428,5,"Barbara","McClintock","US","US","female",1983,"medicine","""for her discovery of mobile genetic elements""",81
"436",429,750,"Niels K.","Jerne","GB","FR","male",1984,"medicine","""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",72
"437",430,749,"Georges J.F.","K_hler","DE","DE","male",1984,"medicine","""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",38
"438",431,751,"C_sar","Milstein","AR","GB","male",1984,"medicine","""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",57
"439",432,573,"Michael S.","Brown","US","","male",1985,"medicine","""for their discoveries concerning the regulation of cholesterol metabolism""",44
"440",433,572,"Joseph L.","Goldstein","US","","male",1985,"medicine","""for their discoveries concerning the regulation of cholesterol metabolism""",45
"441",434,588,"Stanley","Cohen","US","","male",1986,"medicine","""for their discoveries of growth factors""",64
"442",435,22,"Rita","Levi-Montalcini","IT","IT","female",1986,"medicine","""for their discoveries of growth factors""",77
"443",436,192,"Susumu","Tonegawa","JP","","male",1987,"medicine","""for his discovery of the genetic principle for generation of antibody diversity""",48
"444",437,589,"Sir James W.","Black","GB","","male",1988,"medicine","""for their discoveries of important principles for drug treatment""",64
"445",438,23,"Gertrude B.","Elion","US","US","female",1988,"medicine","""for their discoveries of important principles for drug treatment""",70
"446",439,590,"George H.","Hitchings","US","US","male",1988,"medicine","""for their discoveries of important principles for drug treatment""",83
"447",440,641,"J. Michael","Bishop","US","","male",1989,"medicine","""for their discovery of the cellular origin of retroviral oncogenes""",53
"448",441,642,"Harold E.","Varmus","US","","male",1989,"medicine","""for their discovery of the cellular origin of retroviral oncogenes""",49
"449",442,532,"Joseph E.","Murray","US","US","male",1990,"medicine","""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",71
"450",443,533,"E. Donnall","Thomas","US","US","male",1990,"medicine","""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",70
"451",444,549,"Erwin","Neher","DE","","male",1991,"medicine","""for their discoveries concerning the function of single ion channels in cells""",47
"452",445,550,"Bert","Sakmann","DE","","male",1991,"medicine","""for their discoveries concerning the function of single ion channels in cells""",49
"453",446,541,"Edmond H.","Fischer","CN","","male",1992,"medicine","""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",72
"454",447,540,"Edwin G.","Krebs","US","US","male",1992,"medicine","""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",74
"455",448,601,"Richard J.","Roberts","GB","","male",1993,"medicine","""for their discoveries of split genes""",50
"456",449,602,"Phillip A.","Sharp","US","","male",1993,"medicine","""for their discoveries of split genes""",49
"457",450,624,"Alfred G.","Gilman","US","US","male",1994,"medicine","""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",53
"458",451,625,"Martin","Rodbell","US","US","male",1994,"medicine","""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",69
"459",452,551,"Edward B.","Lewis","US","US","male",1995,"medicine","""for their discoveries concerning the genetic control of early embryonic development""",77
"460",453,20,"Christiane","NÙsslein-Volhard","DE","","female",1995,"medicine","""for their discoveries concerning the genetic control of early embryonic development""",53
"461",454,552,"Eric F.","Wieschaus","US","","male",1995,"medicine","""for their discoveries concerning the genetic control of early embryonic development""",48
"462",455,577,"Peter C.","Doherty","AU","","male",1996,"medicine","""for their discoveries concerning the specificity of the cell mediated immune defence""",56
"463",456,578,"Rolf M.","Zinkernagel","CH","","male",1996,"medicine","""for their discoveries concerning the specificity of the cell mediated immune defence""",52
"464",457,177,"Stanley B.","Prusiner","US","","male",1997,"medicine","""for his discovery of Prions - a new biological principle of infection""",55
"465",458,528,"Robert F.","Furchgott","US","US","male",1998,"medicine","""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",82
"466",459,530,"Louis J.","Ignarro","US","","male",1998,"medicine","""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",57
"467",460,529,"Ferid","Murad","US","","male",1998,"medicine","""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",62
"468",461,437,"GÙnter","Blobel","PL","","male",1999,"medicine","""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",63
"469",462,848,"Jean Henry","Dunant","CH","CH","male",1901,"peace","",73
"470",463,846,"Fr_d_ric","Passy","FR","FR","male",1901,"peace","",79
"471",464,850,"Älie","Ducommun","CH","CH","male",1902,"peace","",69
"472",465,855,"Charles Albert","Gobat","CH","CH","male",1902,"peace","",59
"473",466,847,"William Randal","Cremer","GB","GB","male",1903,"peace","",75
"474",468,47,"Baroness Bertha Sophie Felicita","von Suttner, n_e Countess Kinsky von Chinic und Tettau","CZ","AT","female",1905,"peace","",62
"475",470,864,"Theodore","Roosevelt","US","US","male",1906,"peace","",48
"476",471,851,"Ernesto Teodoro","Moneta","IT","IT","male",1907,"peace","",74
"477",472,820,"Louis","Renault","FR","FR","male",1907,"peace","",64
"478",473,856,"Klas Pontus","Arnoldson","SE","SE","male",1908,"peace","",64
"479",474,852,"Fredrik","Bajer","DK","DK","male",1908,"peace","",71
"480",475,849,"Auguste Marie François","Beernaert","BE","CH","male",1909,"peace","",80
"481",476,859,"Paul Henri Benjamin Balluet","d'Estournelles de Constant, Baron de Constant de Rebecque","FR","FR","male",1909,"peace","",57
"482",478,853,"Tobias Michael Carel","Asser","NL","NL","male",1911,"peace","",73
"483",479,871,"Alfred Hermann","Fried","AT","AT","male",1911,"peace","",47
"484",480,857,"Elihu","Root","US","US","male",1912,"peace","",67
"485",481,860,"Henri","La Fontaine","BE","BE","male",1913,"peace","",59
"486",483,862,"Thomas Woodrow","Wilson","US","US","male",1919,"peace","",62
"487",484,858,"L_on Victor Auguste","Bourgeois","FR","FR","male",1920,"peace","",69
"488",485,865,"Karl Hjalmar","Branting","SE","SE","male",1921,"peace","",61
"489",486,875,"Christian Lous","Lange","NO","NO","male",1921,"peace","",52
"490",487,866,"Fridtjof","Nansen","NO","NO","male",1922,"peace","",61
"491",488,869,"Sir Austen","Chamberlain","GB","GB","male",1925,"peace","",62
"492",489,873,"Charles Gates","Dawes","US","US","male",1925,"peace","",60
"493",490,867,"Aristide","Briand","FR","FR","male",1926,"peace","",64
"494",491,879,"Gustav","Stresemann","DE","DE","male",1926,"peace","",48
"495",492,854,"Ferdinand","Buisson","FR","FR","male",1927,"peace","",85
"496",493,863,"Ludwig","Quidde","DE","CH","male",1927,"peace","",69
"497",494,861,"Frank Billings","Kellogg","US","US","male",1929,"peace","",72
"498",495,874,"Lars Olof Jonathan (Nathan)","S_derblom","SE","SE","male",1930,"peace","",64
"499",496,48,"Jane","Addams","US","US","female",1931,"peace","",71
"500",497,819,"Nicholas Murray","Butler","US","US","male",1931,"peace","",69
"501",498,877,"Sir Norman","Angell (Ralph Lane)","GB","GB","male",1933,"peace","",60
"502",499,868,"Arthur","Henderson","GB","GB","male",1934,"peace","",71
"503",500,885,"Carl","von Ossietzky","DE","DE","male",1935,"peace","",46
"504",501,880,"Carlos","Saavedra Lamas","AR","AR","male",1936,"peace","",58
"505",502,870,"Cecil of Chelwood, Viscount","(Lord Edgar Algernon Robert Gascoyne Cecil)","GB","GB","male",1937,"peace","",73
"506",505,876,"Cordell","Hull","US","US","male",1945,"peace","",74
"507",506,49,"Emily Greene","Balch","US","US","female",1946,"peace","",79
"508",507,872,"John Raleigh","Mott","US","US","male",1946,"peace","",81
"509",510,882,"Lord (John)","Boyd Orr of Brechin","GB","GB","male",1949,"peace","",69
"510",511,818,"Ralph","Bunche","US","US","male",1950,"peace","",46
"511",512,881,"L_on","Jouhaux","FR","FR","male",1951,"peace","",72
"512",513,878,"Albert","Schweitzer","FR","GA","male",1952,"peace","",77
"513",514,883,"George Catlett","Marshall","US","US","male",1953,"peace","",72
"514",516,887,"Lester Bowles","Pearson","CA","CA","male",1957,"peace","",60
"515",517,829,"Georges","Pire","BE","BE","male",1958,"peace","",48
"516",518,886,"Philip J.","Noel-Baker","GB","GB","male",1959,"peace","",70
"517",519,888,"Albert John","Lutuli","ZW","ZA","male",1960,"peace","",62
"518",520,828,"Dag Hjalmar Agne Carl","Hammarskj_ld","SE","ZM","male",1961,"peace","",56
"519",524,839,"Martin Luther","King Jr.","US","US","male",1964,"peace","",35
"520",526,884,"Ren_","Cassin","FR","FR","male",1968,"peace","",81
"521",528,834,"Norman E.","Borlaug","US","US","male",1970,"peace","",56
"522",529,833,"Willy","Brandt","DE","DE","male",1971,"peace","",57
"523",530,837,"Henry A.","Kissinger","DE","","male",1973,"peace","",50
"524",531,831,"Le Duc Tho","","VN","VN","male",1973,"peace","",62
"525",532,827,"Seàn","MacBride","FR","IE","male",1974,"peace","",70
"526",533,826,"Eisaku","Sato","JP","JP","male",1974,"peace","",73
"527",534,836,"Andrei Dmitrievich","Sakharov","RU","RU","male",1975,"peace","",54
"528",535,43,"Betty","Williams","GB","","female",1976,"peace","",33
"529",536,44,"Mairead","Corrigan","GB","","female",1976,"peace","",32
"530",538,835,"Mohamed Anwar","al-Sadat","EG","EG","male",1978,"peace","",59
"531",539,832,"Menachem","Begin","BY","IL","male",1978,"peace","",65
"532",540,46,"Mother Teresa","","MK","IN","female",1979,"peace","",69
"533",541,823,"Adolfo","P_rez Esquivel","AR","","male",1980,"peace","",49
"534",543,45,"Alva","Myrdal","SE","SE","female",1982,"peace","",80
"535",544,830,"Alfonso","GarcÕa Robles","MX","","male",1982,"peace","",71
"536",545,825,"Lech","Walesa","PL","","male",1983,"peace","",40
"537",546,822,"Desmond Mpilo","Tutu","ZA","","male",1984,"peace","",53
"538",548,838,"Elie","Wiesel","RO","US","male",1986,"peace","",58
"539",549,296,"Oscar","Arias Sànchez","CR","","male",1987,"peace","""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",46
"540",551,824,"The 14th Dalai Lama (Tenzin Gyatso)","","CN","","male",1989,"peace","",54
"541",552,240,"Mikhail Sergeyevich","Gorbachev","RU","","male",1990,"peace","""for his leading role in the peace process which today characterizes important parts of the international community""",59
"542",553,10,"Aung San Suu Kyi","","MM","","female",1991,"peace","""for her non-violent struggle for democracy and human rights""",46
"543",554,34,"Rigoberta","MenchÏ Tum","GT","","female",1992,"peace","""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",33
"544",555,738,"Nelson","Mandela","ZA","ZA","male",1993,"peace","""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",75
"545",556,737,"Frederik Willem","de Klerk","ZA","","male",1993,"peace","""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",57
"546",557,654,"Yasser","Arafat","EG","","male",1994,"peace","""for their efforts to create peace in the Middle East""",65
"547",558,653,"Shimon","Peres","BY","IL","male",1994,"peace","""for their efforts to create peace in the Middle East""",71
"548",559,652,"Yitzhak","Rabin","IL","IL","male",1994,"peace","""for their efforts to create peace in the Middle East""",72
"549",560,655,"Joseph","Rotblat","PL","GB","male",1995,"peace","""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",87
"550",562,744,"Carlos Filipe Ximenes","Belo","TL","","male",1996,"peace","""for their work towards a just and peaceful solution to the conflict in East Timor""",48
"551",563,745,"Jos_","Ramos-Horta","TL","","male",1996,"peace","""for their work towards a just and peaceful solution to the conflict in East Timor""",46
"552",565,31,"Jody","Williams","US","","female",1997,"peace","""for their work for the banning and clearing of anti-personnel mines""",47
"553",566,656,"John","Hume","GB","","male",1998,"peace","""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",61
"554",567,657,"David","Trimble","GB","","male",1998,"peace","""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",54
"555",569,800,"Sully","Prudhomme","FR","FR","male",1901,"literature","""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",62
"556",571,804,"Christian Matthias Theodor","Mommsen","DE","DE","male",1902,"literature","""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",85
"557",572,50,"BjÀrnstjerne Martinus","BjÀrnson","NO","FR","male",1903,"literature","""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",71
"558",573,784,"Fr_d_ric","Mistral","FR","FR","male",1904,"literature","""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",74
"559",574,787,"Jos_","Echegaray y Eizaguirre","ES","ES","male",1904,"literature","""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",72
"560",575,54,"Henryk","Sienkiewicz","PL","CH","male",1905,"literature","""because of his outstanding merits as an epic writer""",59
"561",576,801,"Giosuè","Carducci","IT","IT","male",1906,"literature","""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",71
"562",577,757,"Rudyard","Kipling","IN","GB","male",1907,"literature","""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",41
"563",578,761,"Rudolf Christoph","Eucken","DE","DE","male",1908,"literature","""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",62
"564",579,32,"Selma Ottilia Lovisa","Lagerl_f","SE","SE","female",1909,"literature","""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",51
"565",580,51,"Paul Johann Ludwig","Heyse","DE","DE","male",1910,"literature","""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",80
"566",581,756,"Count Maurice (Mooris) Polidore Marie Bernhard","Maeterlinck","BE","FR","male",1911,"literature","""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",49
"567",582,802,"Gerhart Johann Robert","Hauptmann","DE","PL","male",1912,"literature","""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",50
"568",583,55,"Rabindranath","Tagore","IN","IN","male",1913,"literature","""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",52
"569",584,52,"Romain","Rolland","FR","FR","male",1915,"literature","""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",49
"570",585,766,"Carl Gustaf Verner","von Heidenstam","SE","SE","male",1916,"literature","""in recognition of his significance as the leading representative of a new era in our literature""",57
"571",586,291,"Karl Adolph","Gjellerup","DK","DE","male",1917,"literature","""for his varied and rich poetry, which is inspired by lofty ideals""",60
"572",587,112,"Henrik","Pontoppidan","DK","DK","male",1917,"literature","""for his authentic descriptions of present-day life in Denmark""",60
"573",588,799,"Carl Friedrich Georg","Spitteler","CH","CH","male",1919,"literature","""in special appreciation of his epic, <I>Olympian Spring</I>""",74
"574",589,250,"Knut Pedersen","Hamsun","NO","NO","male",1920,"literature","""for his monumental work, <I>Growth of the Soil</I>""",61
"575",590,759,"Anatole","France","FR","FR","male",1921,"literature","""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",77
"576",592,441,"Jacinto","Benavente","ES","ES","male",1922,"literature","""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",56
"577",593,104,"William Butler","Yeats","IE","FR","male",1923,"literature","""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",58
"578",594,220,"Wladyslaw Stanislaw","Reymont","PL","PL","male",1924,"literature","""for his great national epic, <I>The Peasants</I>""",57
"579",596,321,"George Bernard","Shaw","IE","GB","male",1925,"literature","""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",69
"580",597,7,"Grazia","Deledda","IT","IT","female",1926,"literature","""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",55
"581",600,762,"Henri","Bergson","FR","FR","male",1927,"literature","""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",68
"582",601,38,"Sigrid","Undset","DK","NO","female",1928,"literature","""principally for her powerful descriptions of Northern life during the Middle Ages""",46
"583",602,803,"Thomas","Mann","DE","CH","male",1929,"literature","""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",54
"584",603,292,"Sinclair","Lewis","US","IT","male",1930,"literature","""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",45
"585",604,805,"Erik Axel","Karlfeldt","SE","SE","male",1931,"literature","""The poetry of Erik Axel Karlfeldt""",67
"586",605,210,"John","Galsworthy","GB","GB","male",1932,"literature","""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",65
"587",606,460,"Ivan Alekseyevich","Bunin","RU","FR","male",1933,"literature","""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",63
"588",607,115,"Luigi","Pirandello","IT","IT","male",1934,"literature","""for his bold and ingenious revival of dramatic and scenic art""",67
"589",608,455,"Eugene Gladstone","O'Neill","US","US","male",1936,"literature","""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""",48
"590",609,350,"Roger","Martin du Gard","FR","FR","male",1937,"literature","""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",56
"591",610,13,"Pearl","Buck","US","US","female",1938,"literature","""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",46
"592",613,138,"Frans Eemil","Sillanp__","FI","FI","male",1939,"literature","""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",51
"593",614,456,"Johannes Vilhelm","Jensen","DK","DK","male",1944,"literature","""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""",71
"594",615,8,"Gabriela","Mistral","CL","US","female",1945,"literature","""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""",56
"595",617,225,"Hermann","Hesse","DE","CH","male",1946,"literature","""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""",69
"596",618,118,"Andr_ Paul Guillaume","Gide","FR","FR","male",1947,"literature","""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",78
"597",619,256,"Thomas Stearns","Eliot","US","GB","male",1948,"literature","""for his outstanding, pioneer contribution to present-day poetry""",60
"598",620,265,"William","Faulkner","US","US","male",1949,"literature","""for his powerful and artistically unique contribution to the modern American novel""",52
"599",621,767,"Earl (Bertrand Arthur William)","Russell","GB","GB","male",1950,"literature","""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",78
"600",622,351,"P_r Fabian","Lagerkvist","SE","SE","male",1951,"literature","""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",60
"601",623,355,"François","Mauriac","FR","FR","male",1952,"literature","""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",67
"602",624,244,"Sir Winston Leonard Spencer","Churchill","GB","GB","male",1953,"literature","""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",79
"603",625,245,"Ernest Miller","Hemingway","US","US","male",1954,"literature","""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",55
"604",626,293,"HalldÑr Kiljan","Laxness","IS","IS","male",1955,"literature","""for his vivid epic power which has renewed the great narrative art of Iceland""",53
"605",627,242,"Juan RamÑn","Jim_nez","ES","PR","male",1956,"literature","""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",74
"606",628,224,"Albert","Camus","DZ","FR","male",1957,"literature","""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",44
"607",629,222,"Boris Leonidovich","Pasternak","RU","RU","male",1958,"literature","""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",68
"608",630,243,"Salvatore","Quasimodo","IT","IT","male",1959,"literature","""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",58
"609",631,459,"Saint-John","Perse","GP","FR","male",1960,"literature","""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",73
"610",633,438,"Ivo","Andric","BA","RS","male",1961,"literature","""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",69
"611",634,269,"John","Steinbeck","US","US","male",1962,"literature","""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",60
"612",635,211,"Giorgos","Seferis","TR","GR","male",1963,"literature","""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",63
"613",637,322,"Jean-Paul","Sartre","FR","FR","male",1964,"literature","""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",59
"614",638,349,"Mikhail Aleksandrovich","Sholokhov","RU","RU","male",1965,"literature","""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",60
"615",639,268,"Shmuel Yosef","Agnon","UA","IL","male",1966,"literature","""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",78
"616",640,11,"Nelly","Sachs","DE","SE","female",1966,"literature","""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"" ",74
"617",641,294,"Miguel Angel","Asturias","GT","ES","male",1967,"literature","""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",68
"618",642,251,"Yasunari","Kawabata","JP","JP","male",1968,"literature","""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",69
"619",643,324,"Samuel","Beckett","IE","FR","male",1969,"literature","""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",63
"620",644,439,"Aleksandr Isayevich","Solzhenitsyn","RU","RU","male",1970,"literature","""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",51
"621",645,62,"Pablo","Neruda","CL","CL","male",1971,"literature","""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",67
"622",647,323,"Heinrich","B_ll","DE","DE","male",1972,"literature","""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",54
"623",648,66,"Patrick","White","GB","AU","male",1973,"literature","""for an epic and psychological narrative art which has introduced a new continent into literature""",61
"624",649,58,"Eyvind","Johnson","SE","SE","male",1974,"literature","""for a narrative art, far-seeing in lands and ages, in the service of freedom""",74
"625",650,755,"Harry","Martinson","SE","SE","male",1974,"literature","""for writings that catch the dewdrop and reflect the cosmos""",70
"626",651,209,"Eugenio","Montale","IT","IT","male",1975,"literature","""for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions""",79
"627",652,442,"Saul","Bellow","CA","US","male",1976,"literature","""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",61
"628",653,57,"Vicente","Aleixandre","ES","ES","male",1977,"literature","""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",79
"629",654,221,"Isaac Bashevis","Singer","PL","US","male",1978,"literature","""for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life""",74
"630",655,264,"Odysseus","Elytis","GR","GR","male",1979,"literature","""for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",68
"631",657,815,"Czeslaw","Milosz","LT","PL","male",1980,"literature","""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",69
"632",658,754,"Elias","Canetti","BG","CH","male",1981,"literature","""for writings marked by a broad outlook, a wealth of ideas and artistic power""",76
"633",659,252,"Gabriel","GarcÕa Màrquez","CO","MX","male",1982,"literature","""for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts""",55
